fecha,letra,share_mujer
2009-10-01,I,.43236494
2009-10-01,J,.33347267
2009-10-01,K,.47413552
2009-10-01,L,.34144032
2009-10-01,M,.43183449
2009-10-01,N,.33721256
2009-10-01,O,.30617952
2009-10-01,P,.73847735
2009-10-01,Q,.73234773
2009-10-01,R,.39844406
2009-10-01,S,.47474492
2009-10-01,U,.54816902
2009-10-01,Z,.22293252
2009-11-01,A,.12495169
2009-11-01,B,.08519993
2009-11-01,C,.1811388
2009-11-01,D,.16291095
2009-11-01,E,.10471424
2009-11-01,F,.04775504
2009-11-01,G,.34754968
2009-11-01,H,.091359958
2009-11-01,I,.43359563
2009-11-01,J,.33421746
2009-11-01,K,.47476888
2009-11-01,L,.34316146
2009-11-01,M,.43232477
2009-11-01,N,.33566141
2009-11-01,O,.30939314
2009-11-01,P,.73797899
2009-11-01,Q,.73245466
2009-11-01,R,.3965975
2009-11-01,S,.47536692
2009-11-01,U,.54644412
2009-11-01,Z,.22317597
2009-12-01,A,.11649285
2009-12-01,B,.085767716
2009-12-01,C,.18267007
2009-12-01,D,.16382842
2009-12-01,E,.10494742
2009-12-01,F,.049677875
2009-12-01,G,.35153601
2009-12-01,H,.090591349
2009-12-01,I,.4361378
2009-12-01,J,.33441311
2009-12-01,K,.47597405
2009-12-01,L,.34591746
2009-12-01,M,.43510929
2009-12-01,N,.3333551
2009-12-01,O,.3168841
2009-12-01,P,.73728532
2009-12-01,Q,.73219514
2009-12-01,R,.39689091
2009-12-01,S,.47248566
2009-12-01,U,.5476529
2009-12-01,Z,.23245615
2010-01-01,A,.11846141
2010-01-01,B,.085261419
2010-01-01,C,.1844206
2010-01-01,D,.16360694
2010-01-01,E,.10481517
2010-01-01,F,.050372053
2010-01-01,G,.35261172
2010-01-01,H,.090129137
2010-01-01,I,.43994686
2010-01-01,J,.33387694
2010-01-01,K,.47620961
2010-01-01,L,.34834349
2010-01-01,M,.43580127
2010-01-01,N,.32863039
2010-01-01,O,.3154417
2010-01-01,P,.73874968
2010-01-01,Q,.73207927
2010-01-01,R,.40141484
2010-01-01,S,.46928164
2010-01-01,U,.54787618
2010-01-01,Z,.21761657
