fecha,clae2,share_mujer
2007-07-01,94,.48347554
2007-07-01,95,.17120853
2007-07-01,96,.43806714
2007-07-01,99,.53218561
2007-07-01,999999,.30000001
2007-08-01,1,.095725223
2007-08-01,2,.042978685
2007-08-01,3,.14111024
2007-08-01,5,.039325844
2007-08-01,6,.1693446
2007-08-01,7,.08038687
2007-08-01,8,.070472442
2007-08-01,9,.055030338
2007-08-01,10,.18858704
2007-08-01,11,.1448808
2007-08-01,12,.19236483
2007-08-01,13,.24068545
2007-08-01,14,.59444797
2007-08-01,15,.22023095
2007-08-01,16,.07202933
2007-08-01,17,.13159694
2007-08-01,18,.20041043
2007-08-01,19,.19787084
2007-08-01,20,.22964571
2007-08-01,21,.35674793
2007-08-01,22,.13264686
2007-08-01,23,.070041671
2007-08-01,24,.060371019
2007-08-01,25,.079329997
2007-08-01,26,.24616395
2007-08-01,27,.12251776
2007-08-01,28,.08434324
2007-08-01,29,.09122283
2007-08-01,30,.070475005
2007-08-01,31,.12176251
2007-08-01,32,.22515585
2007-08-01,33,.079693563
2007-08-01,35,.1636461
2007-08-01,36,.18750803
2007-08-01,37,.11880046
2007-08-01,38,.047550995
2007-08-01,39,.14519906
2007-08-01,41,.030333748
2007-08-01,42,.052652325
2007-08-01,43,.051014494
2007-08-01,45,.14348184
2007-08-01,46,.24177976
2007-08-01,47,.41969079
2007-08-01,49,.053723395
2007-08-01,50,.16489063
2007-08-01,51,.40187991
2007-08-01,52,.15715404
2007-08-01,53,.13005731
2007-08-01,55,.52366471
2007-08-01,56,.37588519
2007-08-01,58,.3720336
2007-08-01,59,.43105185
2007-08-01,60,.2678307
2007-08-01,61,.36655429
2007-08-01,62,.31433737
2007-08-01,63,.39012182
2007-08-01,64,.45306772
2007-08-01,65,.51351601
2007-08-01,66,.49278706
2007-08-01,68,.32913935
2007-08-01,69,.65998358
2007-08-01,70,.34458363
2007-08-01,71,.1396639
2007-08-01,72,.59324479
2007-08-01,73,.48661253
2007-08-01,74,.34416196
2007-08-01,75,.44705138
2007-08-01,77,.18144007
2007-08-01,78,.26365241
2007-08-01,79,.51544994
2007-08-01,80,.091408692
2007-08-01,81,.47719622
2007-08-01,82,.42891803
2007-08-01,84,.42905095
2007-08-01,85,.73971748
2007-08-01,86,.71448636
2007-08-01,87,.8680138
2007-08-01,88,.73689276
2007-08-01,90,.34592384
2007-08-01,91,.59090906
2007-08-01,92,.48046243
2007-08-01,93,.3114078
2007-08-01,94,.48419774
2007-08-01,95,.17478845
2007-08-01,96,.43814692
2007-08-01,99,.53047407
2007-08-01,999999,.28484848
2007-09-01,1,.094759136
2007-09-01,2,.044368602
2007-09-01,3,.14661247
2007-09-01,5,.042682927
2007-09-01,6,.16962236
2007-09-01,7,.079905808
2007-09-01,8,.070028819
2007-09-01,9,.054153789
2007-09-01,10,.19081327
2007-09-01,11,.14427824
2007-09-01,12,.16294876
2007-09-01,13,.24045151
2007-09-01,14,.59506786
2007-09-01,15,.21791838
2007-09-01,16,.069575109
2007-09-01,17,.13203546
2007-09-01,18,.20128135
2007-09-01,19,.19764639
2007-09-01,20,.22873485
2007-09-01,21,.35760927
2007-09-01,22,.1313484
2007-09-01,23,.06968502
2007-09-01,24,.060408786
2007-09-01,25,.080950424
2007-09-01,26,.24803604
2007-09-01,27,.12228785
2007-09-01,28,.084706068
2007-09-01,29,.090959631
2007-09-01,30,.071077429
2007-09-01,31,.12199201
2007-09-01,32,.2367928
2007-09-01,33,.083423033
2007-09-01,35,.16341443
2007-09-01,36,.18690872
2007-09-01,37,.11569301
2007-09-01,38,.047919892
2007-09-01,39,.10107527
2007-09-01,41,.030671442
2007-09-01,42,.052895375
2007-09-01,43,.050857913
2007-09-01,45,.14360048
2007-09-01,46,.24163035
2007-09-01,47,.41907173
2007-09-01,49,.05308022
2007-09-01,50,.16569385
2007-09-01,51,.40086889
2007-09-01,52,.15771662
2007-09-01,53,.13051236
2007-09-01,55,.52343428
2007-09-01,56,.37530005
2007-09-01,58,.37112743
2007-09-01,59,.41094062
2007-09-01,60,.26786593
2007-09-01,61,.36596203
2007-09-01,62,.31620553
2007-09-01,63,.38872692
2007-09-01,64,.45337909
2007-09-01,65,.51485133
2007-09-01,66,.4937236
2007-09-01,68,.32736734
2007-09-01,69,.65972948
2007-09-01,70,.34531274
2007-09-01,71,.14043023
2007-09-01,72,.59001732
2007-09-01,73,.48651892
2007-09-01,74,.37041733
2007-09-01,75,.44627056
2007-09-01,77,.17550462
2007-09-01,78,.2694335
2007-09-01,79,.51561832
2007-09-01,80,.091692947
2007-09-01,81,.48391148
2007-09-01,82,.43017751
2007-09-01,84,.42732882
2007-09-01,85,.74000865
2007-09-01,86,.7144869
2007-09-01,87,.87110335
2007-09-01,88,.73444182
2007-09-01,90,.32510731
2007-09-01,91,.58374107
2007-09-01,92,.48044693
2007-09-01,93,.30421248
2007-09-01,94,.4846485
2007-09-01,95,.17302138
2007-09-01,96,.439363
2007-09-01,99,.53472739
2007-09-01,999999,.26923078
2007-10-01,1,.10754366
2007-10-01,2,.045627043
2007-10-01,3,.14884172
2007-10-01,5,.032967035
2007-10-01,6,.17013134
2007-10-01,7,.082490034
2007-10-01,8,.07207121
2007-10-01,9,.055573482
2007-10-01,10,.19210303
2007-10-01,11,.14346784
2007-10-01,12,.17071354
2007-10-01,13,.24128787
2007-10-01,14,.59643823
2007-10-01,15,.22241677
2007-10-01,16,.070068993
2007-10-01,17,.13244261
2007-10-01,18,.20201762
2007-10-01,19,.19954389
2007-10-01,20,.22960892
2007-10-01,21,.35758746
2007-10-01,22,.13154602
2007-10-01,23,.070275888
2007-10-01,24,.060148176
2007-10-01,25,.07975433
2007-10-01,26,.24693145
2007-10-01,27,.12393393
2007-10-01,28,.083852485
2007-10-01,29,.091405541
2007-10-01,30,.070707068
2007-10-01,31,.12135855
2007-10-01,32,.23169895
2007-10-01,33,.083073929
2007-10-01,35,.16291493
2007-10-01,36,.18696377
2007-10-01,37,.11235955
2007-10-01,38,.047586761
2007-10-01,39,.095717885
2007-10-01,41,.030934779
2007-10-01,42,.052803859
2007-10-01,43,.051006876
2007-10-01,45,.14419153
2007-10-01,46,.2415714
2007-10-01,47,.42045319
2007-10-01,49,.053648308
2007-10-01,50,.16817762
2007-10-01,51,.40069959
2007-10-01,52,.16048169
2007-10-01,53,.13002443
2007-10-01,55,.52747059
2007-10-01,56,.37907302
2007-10-01,58,.3759506
2007-10-01,59,.40602896
2007-10-01,60,.26756319
2007-10-01,61,.36868376
2007-10-01,62,.31682572
2007-10-01,63,.40310323
2007-10-01,64,.4547576
2007-10-01,65,.51637977
2007-10-01,66,.49414173
2007-10-01,68,.32864112
2007-10-01,69,.66014808
2007-10-01,70,.34760284
2007-10-01,71,.13853905
2007-10-01,72,.588386
2007-10-01,73,.4976339
2007-10-01,74,.36491513
2007-10-01,75,.44679528
2007-10-01,77,.17537263
2007-10-01,78,.27053657
2007-10-01,79,.52463734
2007-10-01,80,.092644185
2007-10-01,81,.48123127
2007-10-01,82,.42813939
2007-10-01,84,.42229763
2007-10-01,85,.74015623
2007-10-01,86,.71479964
2007-10-01,87,.86911339
2007-10-01,88,.74077576
2007-10-01,90,.30810028
2007-10-01,91,.58170182
2007-10-01,92,.47997662
2007-10-01,93,.30443722
2007-10-01,94,.48505923
2007-10-01,95,.171875
2007-10-01,96,.44143078
2007-10-01,99,.53298742
2007-10-01,999999,.28375733
2007-11-01,1,.12049474
2007-11-01,2,.045981016
2007-11-01,3,.15140845
2007-11-01,5,.043243244
2007-11-01,6,.17068665
2007-11-01,7,.083169512
2007-11-01,8,.071536005
2007-11-01,9,.054490548
2007-11-01,10,.19285235
2007-11-01,11,.14638717
2007-11-01,12,.14095595
2007-11-01,13,.24049926
2007-11-01,14,.59682781
2007-11-01,15,.22231311
2007-11-01,16,.070571676
2007-11-01,17,.13268234
2007-11-01,18,.20212458
2007-11-01,19,.20008495
2007-11-01,20,.23112038
2007-11-01,21,.35820201
2007-11-01,22,.13107668
2007-11-01,23,.070529141
2007-11-01,24,.060411934
2007-11-01,25,.077851847
2007-11-01,26,.2440248
2007-11-01,27,.12430889
2007-11-01,28,.084280282
2007-11-01,29,.092061296
2007-11-01,30,.071643889
2007-11-01,31,.11807998
2007-11-01,32,.22387546
2007-11-01,33,.085425682
2007-11-01,35,.163195
2007-11-01,36,.18769978
2007-11-01,37,.11310191
2007-11-01,38,.048458897
2007-11-01,39,.099307157
2007-11-01,41,.03160866
2007-11-01,42,.052925695
2007-11-01,43,.051525999
2007-11-01,45,.14465365
2007-11-01,46,.24284664
2007-11-01,47,.42112741
2007-11-01,49,.053911846
2007-11-01,50,.17222527
2007-11-01,51,.41145834
2007-11-01,52,.15881355
2007-11-01,53,.13431244
2007-11-01,55,.52813959
2007-11-01,56,.3801131
2007-11-01,58,.38365445
2007-11-01,59,.41368812
2007-11-01,60,.26641855
2007-11-01,61,.36880416
2007-11-01,62,.31730279
2007-11-01,63,.39542586
2007-11-01,64,.45638713
2007-11-01,65,.51709372
2007-11-01,66,.49520165
2007-11-01,68,.33079934
2007-11-01,69,.66154492
2007-11-01,70,.35167402
2007-11-01,71,.14276806
2007-11-01,72,.5815841
2007-11-01,73,.50465012
2007-11-01,74,.34417
2007-11-01,75,.44256347
2007-11-01,77,.18269555
2007-11-01,78,.28818208
2007-11-01,79,.53078502
2007-11-01,80,.093971029
2007-11-01,81,.4790782
2007-11-01,82,.42326036
2007-11-01,84,.4328343
2007-11-01,85,.73993999
2007-11-01,86,.71493149
2007-11-01,87,.87124205
2007-11-01,88,.74013156
2007-11-01,90,.31932408
2007-11-01,91,.57923496
2007-11-01,92,.47984287
2007-11-01,93,.30449104
2007-11-01,94,.48445788
2007-11-01,95,.17393784
2007-11-01,96,.44333252
2007-11-01,99,.53515917
2007-11-01,999999,.26797387
2007-12-01,1,.11798378
2007-12-01,2,.04796356
2007-12-01,3,.14545701
2007-12-01,5,.037837837
2007-12-01,6,.1699515
2007-12-01,7,.08206366
2007-12-01,8,.071126163
2007-12-01,9,.055349056
2007-12-01,10,.19890474
2007-12-01,11,.14655094
2007-12-01,12,.13809608
2007-12-01,13,.24408452
2007-12-01,14,.60292548
2007-12-01,15,.22270785
2007-12-01,16,.072533101
2007-12-01,17,.13198029
2007-12-01,18,.2030607
2007-12-01,19,.20153496
2007-12-01,20,.23137099
2007-12-01,21,.35798606
2007-12-01,22,.13126898
2007-12-01,23,.0703905
2007-12-01,24,.06032823
2007-12-01,25,.079652749
2007-12-01,26,.24485917
2007-12-01,27,.12582682
2007-12-01,28,.085386887
2007-12-01,29,.092462435
2007-12-01,30,.071828172
2007-12-01,31,.1184326
2007-12-01,32,.23155679
2007-12-01,33,.081302382
2007-12-01,35,.16401528
2007-12-01,36,.18767507
2007-12-01,37,.11320755
2007-12-01,38,.04651358
2007-12-01,39,.098557696
2007-12-01,41,.033440653
