fecha,zona_prov,share_mujer
2008-09-01,NEUQUEN,.26176113
2008-09-01,RIO NEGRO,.31419083
2008-09-01,SALTA,.23750962
2008-09-01,SAN JUAN,.23759565
2008-09-01,SAN LUIS,.25095421
2008-09-01,SANTA CRUZ,.2285158
2008-09-01,SANTA FE,.2804929
2008-09-01,SANTIAGO DEL ESTERO,.26334915
2008-09-01,TIERRA DEL FUEGO,.30036592
2008-09-01,TUCUMAN,.244397
2008-10-01,BUENOS AIRES,.30872524
2008-10-01,CAPITAL FEDERAL,.3697899
2008-10-01,CATAMARCA,.25026038
2008-10-01,CHACO,.22391659
2008-10-01,CHUBUT,.24908414
2008-10-01,CORDOBA,.30918381
2008-10-01,CORRIENTES,.20361865
2008-10-01,ENTRE RIOS,.28183597
2008-10-01,FORMOSA,.20337655
2008-10-01,JUJUY,.2072027
2008-10-01,LA PAMPA,.27902561
2008-10-01,LA RIOJA,.25554585
2008-10-01,MENDOZA,.27337962
2008-10-01,MISIONES,.19767454
2008-10-01,NEUQUEN,.25939277
2008-10-01,RIO NEGRO,.30905113
2008-10-01,SALTA,.23701835
2008-10-01,SAN JUAN,.23808511
2008-10-01,SAN LUIS,.25516832
2008-10-01,SANTA CRUZ,.22945285
2008-10-01,SANTA FE,.28200799
2008-10-01,SANTIAGO DEL ESTERO,.25682986
2008-10-01,TIERRA DEL FUEGO,.29805481
2008-10-01,TUCUMAN,.25019985
2008-11-01,BUENOS AIRES,.30990949
2008-11-01,CAPITAL FEDERAL,.37001684
2008-11-01,CATAMARCA,.24194042
2008-11-01,CHACO,.22582702
2008-11-01,CHUBUT,.24865226
2008-11-01,CORDOBA,.31122625
2008-11-01,CORRIENTES,.20307137
2008-11-01,ENTRE RIOS,.2813409
2008-11-01,FORMOSA,.20630857
2008-11-01,JUJUY,.21212237
2008-11-01,LA PAMPA,.27904648
2008-11-01,LA RIOJA,.25782922
2008-11-01,MENDOZA,.2779327
2008-11-01,MISIONES,.20285596
2008-11-01,NEUQUEN,.26105574
2008-11-01,RIO NEGRO,.30386722
2008-11-01,SALTA,.23564754
2008-11-01,SAN JUAN,.24063203
2008-11-01,SAN LUIS,.25663477
2008-11-01,SANTA CRUZ,.23295023
2008-11-01,SANTA FE,.28330064
2008-11-01,SANTIAGO DEL ESTERO,.25089416
2008-11-01,TIERRA DEL FUEGO,.29859555
2008-11-01,TUCUMAN,.26036739
2008-12-01,BUENOS AIRES,.30999318
2008-12-01,CAPITAL FEDERAL,.370763
2008-12-01,CATAMARCA,.25233349
2008-12-01,CHACO,.22868235
2008-12-01,CHUBUT,.25631261
2008-12-01,CORDOBA,.31401026
2008-12-01,CORRIENTES,.20313692
2008-12-01,ENTRE RIOS,.27155364
2008-12-01,FORMOSA,.21032336
2008-12-01,JUJUY,.22706114
2008-12-01,LA PAMPA,.28315136
2008-12-01,LA RIOJA,.2593008
2008-12-01,MENDOZA,.28419909
2008-12-01,MISIONES,.20551284
2008-12-01,NEUQUEN,.26648325
2008-12-01,RIO NEGRO,.3132143
2008-12-01,SALTA,.24640287
2008-12-01,SAN JUAN,.24922395
2008-12-01,SAN LUIS,.25091568
2008-12-01,SANTA CRUZ,.23447517
2008-12-01,SANTA FE,.28310367
2008-12-01,SANTIAGO DEL ESTERO,.25336841
2008-12-01,TIERRA DEL FUEGO,.29874706
2008-12-01,TUCUMAN,.26612017
2009-01-01,BUENOS AIRES,.31298801
2009-01-01,CAPITAL FEDERAL,.3680312
2009-01-01,CATAMARCA,.25092012
2009-01-01,CHACO,.22885188
2009-01-01,CHUBUT,.25557536
2009-01-01,CORDOBA,.318553
2009-01-01,CORRIENTES,.20197658
2009-01-01,ENTRE RIOS,.26855674
2009-01-01,FORMOSA,.21098088
2009-01-01,JUJUY,.22589096
2009-01-01,LA PAMPA,.28149024
2009-01-01,LA RIOJA,.25451031
2009-01-01,MENDOZA,.29067603
2009-01-01,MISIONES,.20434543
2009-01-01,NEUQUEN,.26634565
2009-01-01,RIO NEGRO,.30561852
2009-01-01,SALTA,.25563124
2009-01-01,SAN JUAN,.24552538
2009-01-01,SAN LUIS,.24703917
2009-01-01,SANTA CRUZ,.23201327
2009-01-01,SANTA FE,.28158799
2009-01-01,SANTIAGO DEL ESTERO,.25117069
2009-01-01,TIERRA DEL FUEGO,.29845196
2009-01-01,TUCUMAN,.2658422
2009-02-01,BUENOS AIRES,.31437108
2009-02-01,CAPITAL FEDERAL,.36813447
2009-02-01,CATAMARCA,.24502288
2009-02-01,CHACO,.2288647
2009-02-01,CHUBUT,.25237104
2009-02-01,CORDOBA,.31714648
2009-02-01,CORRIENTES,.20251249
2009-02-01,ENTRE RIOS,.27036488
2009-02-01,FORMOSA,.20906742
2009-02-01,JUJUY,.22397695
2009-02-01,LA PAMPA,.28226909
2009-02-01,LA RIOJA,.24793854
2009-02-01,MENDOZA,.29006174
2009-02-01,MISIONES,.20265873
2009-02-01,NEUQUEN,.2655471
2009-02-01,RIO NEGRO,.30653688
2009-02-01,SALTA,.25667611
2009-02-01,SAN JUAN,.24047774
2009-02-01,SAN LUIS,.2512652
2009-02-01,SANTA CRUZ,.22900321
2009-02-01,SANTA FE,.282368
2009-02-01,SANTIAGO DEL ESTERO,.24811737
2009-02-01,TIERRA DEL FUEGO,.30049047
2009-02-01,TUCUMAN,.26364219
2009-03-01,BUENOS AIRES,.31126556
2009-03-01,CAPITAL FEDERAL,.36950216
2009-03-01,CATAMARCA,.24322368
2009-03-01,CHACO,.22940873
2009-03-01,CHUBUT,.25089195
2009-03-01,CORDOBA,.31534499
2009-03-01,CORRIENTES,.20387024
2009-03-01,ENTRE RIOS,.26900849
2009-03-01,FORMOSA,.21013544
2009-03-01,JUJUY,.22483549
2009-03-01,LA PAMPA,.28292918
2009-03-01,LA RIOJA,.25126454
2009-03-01,MENDOZA,.28662428
2009-03-01,MISIONES,.20096959
2009-03-01,NEUQUEN,.26717201
2009-03-01,RIO NEGRO,.31102425
2009-03-01,SALTA,.25744721
2009-03-01,SAN JUAN,.2413106
2009-03-01,SAN LUIS,.2549001
2009-03-01,SANTA CRUZ,.23039909
2009-03-01,SANTA FE,.28311336
2009-03-01,SANTIAGO DEL ESTERO,.25245064
2009-03-01,TIERRA DEL FUEGO,.30448064
2009-03-01,TUCUMAN,.25651038
2009-04-01,BUENOS AIRES,.31217048
2009-04-01,CAPITAL FEDERAL,.37015179
2009-04-01,CATAMARCA,.24698094
2009-04-01,CHACO,.23076564
2009-04-01,CHUBUT,.25109437
2009-04-01,CORDOBA,.31672627
2009-04-01,CORRIENTES,.20236473
2009-04-01,ENTRE RIOS,.26777393
2009-04-01,FORMOSA,.21004161
2009-04-01,JUJUY,.22215384
2009-04-01,LA PAMPA,.28148824
2009-04-01,LA RIOJA,.26214951
2009-04-01,MENDOZA,.28274864
2009-04-01,MISIONES,.19880286
2009-04-01,NEUQUEN,.27090696
2009-04-01,RIO NEGRO,.3218576
2009-04-01,SALTA,.25350368
2009-04-01,SAN JUAN,.24121055
2009-04-01,SAN LUIS,.25593758
2009-04-01,SANTA CRUZ,.22881341
2009-04-01,SANTA FE,.28601152
2009-04-01,SANTIAGO DEL ESTERO,.25882885
2009-04-01,TIERRA DEL FUEGO,.30484438
2009-04-01,TUCUMAN,.24912952
2009-05-01,BUENOS AIRES,.3123633
2009-05-01,CAPITAL FEDERAL,.37001616
2009-05-01,CATAMARCA,.25136369
2009-05-01,CHACO,.23162708
2009-05-01,CHUBUT,.25312424
2009-05-01,CORDOBA,.31810406
2009-05-01,CORRIENTES,.20279509
